[2017-10-21 17:48:59 341] [INFO ] [exp.qw.utils.SinaWeiboUtils] [48]- 正在打开登陆页面: [https://passport.weibo.cn/signin/login?entry=mweibo&res=wel&wm=3349&r=http%3A%2F%2Fpad.weibo.cn%2F]
[2017-10-21 17:49:19 813] [INFO ] [exp.qw.utils.SinaWeiboUtils] [48]- 正在打开登陆页面: [https://passport.weibo.cn/signin/login?entry=mweibo&res=wel&wm=3349&r=http%3A%2F%2Fpad.weibo.cn%2F]
[2017-10-21 17:50:15 410] [INFO ] [exp.qw.utils.SinaWeiboUtils] [48]- 正在打开登陆页面: [https://passport.weibo.cn/signin/login?entry=mweibo&res=wel&wm=3349&r=http%3A%2F%2Fpad.weibo.cn%2F]
[2017-10-21 17:50:17 173] [INFO ] [exp.qw.utils.SinaWeiboUtils] [87]- 填写用户名 [play00002@126.com]
[2017-10-21 17:50:17 686] [INFO ] [exp.qw.utils.SinaWeiboUtils] [91]- 填写密码 [*********]
[2017-10-21 17:50:18 192] [INFO ] [exp.qw.utils.SinaWeiboUtils] [95]- 点击 [登陆按钮], 等待登陆...
[2017-10-21 17:50:19 571] [INFO ] [exp.qw.utils.SinaWeiboUtils] [62]- 正在保存本次登陆的Cookies...
[2017-10-21 17:50:19 588] [INFO ] [exp.qw.utils.SinaWeiboUtils] [112]- 开始爬取微博相册专辑: [http://photo.weibo.com/3064280845/albums].
[2017-10-21 17:50:19 589] [INFO ] [exp.qw.utils.SinaWeiboUtils] [169]- 开始获取专辑下所有相册地址...
[2017-10-21 17:50:20 517] [INFO ] [exp.qw.utils.SinaWeiboUtils] [180]- 正在等待页面加载相册地址...
[2017-10-21 17:50:20 737] [INFO ] [exp.qw.utils.SinaWeiboUtils] [186]- 正在获取相册地址...
[2017-10-21 17:50:20 871] [INFO ] [exp.qw.utils.SinaWeiboUtils] [196]- 相册 [头像相册] 地址: [http://photo.weibo.com/3064280845/albums/detail/album_id/3573512371651105].
[2017-10-21 17:50:20 933] [INFO ] [exp.qw.utils.SinaWeiboUtils] [196]- 相册 [微博配图] 地址: [http://photo.weibo.com/3064280845/talbum/index].
[2017-10-21 17:50:20 994] [INFO ] [exp.qw.utils.SinaWeiboUtils] [196]- 相册 [默认专辑] 地址: [http://photo.weibo.com/3064280845/albums/detail/album_id/4072955377259487].
[2017-10-21 17:50:21 023] [WARN ] [exp.qw.utils.SinaWeiboUtils] [204]-  - 相册 [默认专辑] 内无图片.
[2017-10-21 17:50:21 023] [INFO ] [exp.qw.utils.SinaWeiboUtils] [207]- 获取专辑下所有相册地址完成, 共 [3] 个相册.
[2017-10-21 17:50:21 023] [INFO ] [exp.qw.utils.SinaWeiboUtils] [141]- 开始爬取相册 [头像相册] : [http://photo.weibo.com/3064280845/albums/detail/album_id/3573512371651105].
[2017-10-21 17:54:21 821] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579661736.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1fivbydeevhj20qo140tdc.jpg]
[2017-10-21 17:54:24 692] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579664117.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fivbydjm25j20qo140n2f.jpg]
[2017-10-21 17:54:26 740] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579666608.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fivbydpbm9j20qo14079o.jpg]
[2017-10-21 17:54:28 547] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579668451.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fivbye6q75j20qo140ag2.jpg]
[2017-10-21 17:54:30 586] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579670509.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fivbyfagczj20qo14043i.jpg]
[2017-10-21 17:54:32 361] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579672284.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fivbyex0raj20qo140tdy.jpg]
[2017-10-21 17:54:34 408] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579674362.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fin9ksylu9j205b05iaa1.jpg]
[2017-10-21 17:54:36 606] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579676523.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1fi949x9xhaj205i05iglk.jpg]
[2017-10-21 17:54:38 407] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579678270.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fi2yij994vj21be0qob29.jpg]
[2017-10-21 17:54:40 987] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579680855.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fi2yil9xx4j21be0qob29.jpg]
[2017-10-21 17:54:43 113] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579683077.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fi1dg87cf4j20j60i6dh9.jpg]
[2017-10-21 17:54:44 898] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579684843.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fi1dg9g9jhj20c80c93zv.jpg]
[2017-10-21 17:54:47 873] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579687838.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1fhmt0xot8gj20j60humxt.jpg]
[2017-10-21 17:54:49 269] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579689251.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1fhlvwrx0x7g201c01cdfl.gif]
[2017-10-21 17:54:51 514] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579691392.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fhl3lsf984j20qo1be1em.jpg]
[2017-10-21 17:54:53 415] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579693383.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fhidu1omsqj20af0afaam.jpg]
[2017-10-21 17:54:55 253] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579695204.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1fhfw27dix1j20jv0is40f.jpg]
[2017-10-21 17:54:57 488] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579697453.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fhboamebsmj20f00qo405.jpg]
[2017-10-21 17:54:58 941] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579698837.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fhboamyhbaj20f00qoabt.jpg]
[2017-10-21 17:55:00 558] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579700525.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fh0bgbx52aj20cs0cst9n.jpg]
[2017-10-21 17:55:01 831] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579701797.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fgwcqbjm30j205i04ldfp.jpg]
[2017-10-21 17:55:04 819] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579704737.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fgwcqbvz69j20ao0a0mxb.jpg]
[2017-10-21 17:55:05 954] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579705914.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fgwcqbvep8j203c0253yb.jpg]
[2017-10-21 17:55:08 428] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579708411.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1fgilp4ojlwj205e05ia9z.jpg]
[2017-10-21 17:55:09 951] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579709876.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dly1fgedxlaeomj20j60j6do5.jpg]
[2017-10-21 17:55:11 786] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579711739.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1ff6deg0jl3g207405c0vv.gif]
[2017-10-21 17:55:13 200] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579713158.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1ff6deg860gg207405caax.gif]
[2017-10-21 17:55:14 947] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579714922.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1ff6defzu13g207405cgm3.gif]
[2017-10-21 17:55:16 808] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579716773.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1ff6degsrp4g207405cmxm.gif]
[2017-10-21 17:55:18 026] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579718004.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1ff6degn15zg207405cjry.gif]
[2017-10-21 17:55:19 485] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579719446.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1ff6degjhtrg207405c76e.gif]
[2017-10-21 17:55:21 508] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579721381.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1ff6dehihp5g207405ctae.gif]
[2017-10-21 17:55:23 081] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579723052.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1ff6deh34vjg207405c75i.gif]
[2017-10-21 17:55:26 283] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579726187.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1ff6dem2ifig207405cdgx.gif]
[2017-10-21 17:55:27 938] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579727910.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fezjh3ifo1j20ao0a0mxb.jpg]
[2017-10-21 17:55:30 080] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579729662.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1feyzmuszjxj20k00zk41o.jpg]
[2017-10-21 17:55:31 529] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579731474.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1feyzmuv7epj20k00zkgor.jpg]
[2017-10-21 17:55:33 089] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579733066.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fein4swms5j20eg0egaan.jpg]
[2017-10-21 17:55:35 476] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579735358.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fehh1xjzi9j20qo1be46g.jpg]
[2017-10-21 17:55:37 117] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579737091.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fealdh60eoj209q09qglx.jpg]
[2017-10-21 17:55:38 748] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579738694.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fe45zdnqhmj20qo0qo41v.jpg]
[2017-10-21 17:55:40 482] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579740460.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fdhpyabc8jj20e606i3ys.jpg]
[2017-10-21 17:55:46 271] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579744782.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fdg0g30p95g208w06o7wi.gif]
[2017-10-21 17:55:48 117] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579748083.jpg] 成功, 来源: [http://wx2.sinaimg.cn/large/b6a5370dgy1fdbw60wi17j20ew08wjs8.jpg]
[2017-10-21 17:55:49 766] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579749736.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fdaaqzow63j20cs0cst9n.jpg]
[2017-10-21 17:55:51 499] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579751481.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fdaar0gfmkj203i03oglh.jpg]
[2017-10-21 17:55:53 554] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579753467.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fcn802pmzvj20zj0qo7a2.jpg]
[2017-10-21 17:55:56 999] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579756886.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fc7mxt3u7fg205k05k7c6.gif]
[2017-10-21 17:55:58 707] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579758613.jpg] 成功, 来源: [http://wx1.sinaimg.cn/large/b6a5370dgy1fc7mxtl8png207c05ktf9.gif]
[2017-10-21 17:56:01 350] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579761158.jpg] 成功, 来源: [http://wx4.sinaimg.cn/large/b6a5370dgy1fc7mxujuymg205k05kk5h.gif]
[2017-10-21 17:56:02 717] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579762658.jpg] 成功, 来源: [http://wx3.sinaimg.cn/large/b6a5370dgy1fbu2oka1epj20qo0qogoe.jpg]
[2017-10-21 17:56:05 097] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579764788.jpg] 成功, 来源: [http://ww3.sinaimg.cn/large/b6a5370dgw1fbp87uage1j20qo1be47s.jpg]
[2017-10-21 17:56:06 876] [INFO ] [exp.libs.warp.net.http.HttpUtils] [258]- 下载文件 [./downloads/微博配图/1508579766770.jpg] 成功, 来源: [http://ww4.sinaimg.cn/large/b6a5370dgw1f8u4itw5rfj20hs0noacv.jpg]
[2017-10-21 17:56:06 876] [INFO ] [exp.qw.utils.SinaWeiboUtils] [158]- 爬取相册 [微博配图] 完成, 共爬取 [86] 张照片.
[2017-10-21 17:56:06 876] [INFO ] [exp.qw.utils.SinaWeiboUtils] [122]- 爬取相册 [微博配图] 完成, 避免反爬, 休眠30秒.
[2017-10-21 17:56:36 877] [INFO ] [exp.qw.utils.SinaWeiboUtils] [125]- 爬取微博相册专辑完成, 共爬取 [http://photo.weibo.com/3064280845/albums] 张照片.
